format,metric,year,value_actual
Paid Subscription,Units,2005,1.3
Paid Subscription,Units,2006,1.7
Paid Subscription,Units,2007,1.8
Paid Subscription,Units,2008,1.6
Paid Subscription,Units,2009,1.2
Paid Subscription,Units,2010,1.5
Paid Subscription,Units,2011,1.8
Paid Subscription,Units,2012,3.4
Paid Subscription,Units,2013,6.2
Paid Subscription,Units,2014,7.7
Paid Subscription,Units,2015,10.8
Paid Subscription,Units,2016,22.7
Paid Subscription,Units,2017,35.3
Paid Subscription,Units,2018,50.2
Paid Subscription,Units,2019,0.0
CD,Value,1973,0.0
CD,Value,1974,0.0
CD,Value,1975,0.0
CD,Value,1976,0.0
CD,Value,1977,0.0
CD,Value,1978,0.0
CD,Value,1979,0.0
CD,Value,1980,0.0
CD,Value,1981,0.0
CD,Value,1982,0.0
CD,Value,1983,17.2
CD,Value,1984,103.3
CD,Value,1985,389.5
CD,Value,1986,930.1
CD,Value,1987,1593.6
CD,Value,1988,2089.9
CD,Value,1989,2587.7
CD,Value,1990,3451.6
CD,Value,1991,4337.7
CD,Value,1992,5326.5
CD,Value,1993,6511.4
CD,Value,1994,8464.5
CD,Value,1995,9377.4
CD,Value,1996,9934.7
CD,Value,1997,9915.1
CD,Value,1998,11416.0
CD,Value,1999,12816.3
CD,Value,2000,13214.5
CD,Value,2001,12909.4
CD,Value,2002,12044.1
CD,Value,2003,11232.9
CD,Value,2004,11446.5
CD,Value,2005,10520.2
CD,Value,2006,9372.6
CD,Value,2007,7452.3
CD,Value,2008,5471.3
CD,Value,2009,4318.8
CD,Value,2010,3389.4
CD,Value,2011,3100.7
CD,Value,2012,2485.614699086
CD,Value,2013,2140.917718167
CD,Value,2014,1776.249323795
CD,Value,2015,1444.993193529
CD,Value,2016,1130.764650638
CD,Value,2017,1057.323090205
CD,Value,2018,698.386637244
CD,Value,2019,614.509779894
CD Single,Value,1973,0.0
CD Single,Value,1974,0.0
CD Single,Value,1975,0.0
CD Single,Value,1976,0.0
CD Single,Value,1977,0.0
CD Single,Value,1978,0.0
CD Single,Value,1979,0.0
CD Single,Value,1980,0.0
CD Single,Value,1981,0.0
CD Single,Value,1982,0.0
CD Single,Value,1983,0.0
CD Single,Value,1984,0.0
CD Single,Value,1985,0.0
CD Single,Value,1986,0.0
CD Single,Value,1987,0.0
CD Single,Value,1988,9.8
CD Single,Value,1989,0.0
CD Single,Value,1990,6.0
CD Single,Value,1991,35.1
CD Single,Value,1992,45.1
CD Single,Value,1993,45.8
CD Single,Value,1994,56.1
CD Single,Value,1995,110.9
CD Single,Value,1996,184.1
CD Single,Value,1997,272.7
CD Single,Value,1998,213.2
CD Single,Value,1999,222.4
CD Single,Value,2000,142.7
CD Single,Value,2001,79.4
CD Single,Value,2002,19.6
CD Single,Value,2003,36.0
CD Single,Value,2004,15.0
CD Single,Value,2005,10.9
CD Single,Value,2006,7.7
CD Single,Value,2007,12.2
CD Single,Value,2008,3.5
CD Single,Value,2009,3.1
CD Single,Value,2010,2.9
CD Single,Value,2011,3.5
CD Single,Value,2012,3.225092945
CD Single,Value,2013,2.445737226
CD Single,Value,2014,3.616015547
CD Single,Value,2015,1.19694661
CD Single,Value,2016,0.263199082
CD Single,Value,2017,1.478694184
CD Single,Value,2018,0.15516984
CD Single,Value,2019,0.181678878
Cassette,Value,1973,76.0
Cassette,Value,1974,87.2
Cassette,Value,1975,98.8
Cassette,Value,1976,145.7
Cassette,Value,1977,249.6
Cassette,Value,1978,449.8
Cassette,Value,1979,580.6
Cassette,Value,1980,705.0
Cassette,Value,1981,1062.8
Cassette,Value,1982,1384.5
Cassette,Value,1983,1810.9
Cassette,Value,1984,2383.9
Cassette,Value,1985,2411.5
Cassette,Value,1986,2499.5
Cassette,Value,1987,2959.7
Cassette,Value,1988,3385.1
Cassette,Value,1989,3345.8
Cassette,Value,1990,3472.4
Cassette,Value,1991,3019.6
Cassette,Value,1992,3116.3
Cassette,Value,1993,2915.8
Cassette,Value,1994,2976.4
Cassette,Value,1995,2303.6
Cassette,Value,1996,1905.3
Cassette,Value,1997,1522.7
Cassette,Value,1998,1419.9
Cassette,Value,1999,1061.6
Cassette,Value,2000,626.0
Cassette,Value,2001,363.4
Cassette,Value,2002,209.8
Cassette,Value,2003,108.1
Cassette,Value,2004,23.7
Cassette,Value,2005,13.1
Cassette,Value,2006,3.7
Cassette,Value,2007,3.0
Cassette,Value,2008,0.9
Cassette,Value,2009,0.0
Cassette,Value,2010,0.0
Cassette,Value,2011,0.0
Cassette,Value,2012,0.0
Cassette,Value,2013,0.0
Cassette,Value,2014,0.0
Cassette,Value,2015,0.0
Cassette,Value,2016,0.0
Cassette,Value,2017,0.0
Cassette,Value,2018,0.0
Cassette,Value,2019,0.0
Cassette Single,Value,1973,0.0
Cassette Single,Value,1974,0.0
Cassette Single,Value,1975,0.0
Cassette Single,Value,1976,0.0
Cassette Single,Value,1977,0.0
Cassette Single,Value,1978,0.0
Cassette Single,Value,1979,0.0
Cassette Single,Value,1980,0.0
Cassette Single,Value,1981,0.0
Cassette Single,Value,1982,0.0
Cassette Single,Value,1983,0.0
Cassette Single,Value,1984,0.0
Cassette Single,Value,1985,0.0
8 - Track,Value,1973,489.0
8 - Track,Value,1974,549.2
8 - Track,Value,1975,583.0
8 - Track,Value,1976,678.2
8 - Track,Value,1977,811.0
8 - Track,Value,1978,948.0
8 - Track,Value,1979,684.3
8 - Track,Value,1980,527.0
8 - Track,Value,1981,313.0
8 - Track,Value,1982,36.0
8 - Track,Value,1983,0.0
8 - Track,Value,1984,0.0
8 - Track,Value,1985,0.0
8 - Track,Value,1986,0.0
8 - Track,Value,1987,0.0
8 - Track,Value,1988,0.0
8 - Track,Value,1989,0.0
8 - Track,Value,1990,0.0
8 - Track,Value,1991,0.0
8 - Track,Value,1992,0.0
8 - Track,Value,1993,0.0
8 - Track,Value,1994,0.0
8 - Track,Value,1995,0.0
8 - Track,Value,1996,0.0
8 - Track,Value,1997,0.0
8 - Track,Value,1998,0.0
8 - Track,Value,1999,0.0
8 - Track,Value,2000,0.0
8 - Track,Value,2001,0.0
8 - Track,Value,2002,0.0
8 - Track,Value,2003,0.0
8 - Track,Value,2004,0.0
8 - Track,Value,2005,0.0
8 - Track,Value,2006,0.0
8 - Track,Value,2007,0.0
8 - Track,Value,2008,0.0
8 - Track,Value,2009,0.0
8 - Track,Value,2010,0.0
8 - Track,Value,2011,0.0
8 - Track,Value,2012,0.0
8 - Track,Value,2013,0.0
8 - Track,Value,2014,0.0
8 - Track,Value,2015,0.0
8 - Track,Value,2016,0.0
8 - Track,Value,2017,0.0
8 - Track,Value,2018,0.0
8 - Track,Value,2019,0.0
Cassette Single,Value,1986,0.0
Cassette Single,Value,1987,14.3
Cassette Single,Value,1988,57.3
Cassette Single,Value,1989,194.6
Cassette Single,Value,1990,257.9
Cassette Single,Value,1991,230.4
Cassette Single,Value,1992,298.8
Cassette Single,Value,1993,298.5
Cassette Single,Value,1994,274.9
Cassette Single,Value,1995,236.3
Cassette Single,Value,1996,189.3
Cassette Single,Value,1997,133.5
Cassette Single,Value,1998,94.4
Cassette Single,Value,1999,48.0
Cassette Single,Value,2000,4.6
Cassette Single,Value,2001,0.0
Cassette Single,Value,2002,0.0
Cassette Single,Value,2003,0.0
Cassette Single,Value,2004,0.0
Cassette Single,Value,2005,0.0
Cassette Single,Value,2006,0.0
Cassette Single,Value,2007,0.0
Cassette Single,Value,2008,0.0
Cassette Single,Value,2009,0.0
Cassette Single,Value,2010,0.0
Cassette Single,Value,2011,0.0
Cassette Single,Value,2012,0.0
Cassette Single,Value,2013,0.0
Cassette Single,Value,2014,0.0
Cassette Single,Value,2015,0.0
Cassette Single,Value,2016,0.0
Cassette Single,Value,2017,0.0
Cassette Single,Value,2018,0.0
Cassette Single,Value,2019,0.0
DVD Audio,Value,1973,0.0
DVD Audio,Value,1974,0.0
DVD Audio,Value,1975,0.0
DVD Audio,Value,1976,0.0
DVD Audio,Value,1977,0.0
DVD Audio,Value,1978,0.0
DVD Audio,Value,1979,0.0
DVD Audio,Value,1980,0.0
DVD Audio,Value,1981,0.0
DVD Audio,Value,1982,0.0
DVD Audio,Value,1983,0.0
DVD Audio,Value,1984,0.0
DVD Audio,Value,1985,0.0
DVD Audio,Value,1986,0.0
DVD Audio,Value,1987,0.0
DVD Audio,Value,1988,0.0
DVD Audio,Value,1989,0.0
DVD Audio,Value,1990,0.0
DVD Audio,Value,1991,0.0
DVD Audio,Value,1992,0.0
DVD Audio,Value,1993,0.0
DVD Audio,Value,1994,0.0
DVD Audio,Value,1995,0.0
DVD Audio,Value,1996,0.0
DVD Audio,Value,1997,0.0
DVD Audio,Value,1998,0.0
DVD Audio,Value,1999,0.0
DVD Audio,Value,2000,0.0
DVD Audio,Value,2001,6.0
DVD Audio,Value,2002,8.5
DVD Audio,Value,2003,8.0
DVD Audio,Value,2004,6.5
DVD Audio,Value,2005,11.2
DVD Audio,Value,2006,2.4
DVD Audio,Value,2007,2.8
DVD Audio,Value,2008,1.2
DVD Audio,Value,2009,1.6
DVD Audio,Value,2010,0.9
DVD Audio,Value,2011,0.3
DVD Audio,Value,2012,0.183106992
DVD Audio,Value,2013,0.0
DVD Audio,Value,2014,2.139460944
DVD Audio,Value,2015,5.416232673
DVD Audio,Value,2016,2.83553587
DVD Audio,Value,2017,2.606840648
DVD Audio,Value,2018,3.317383752
DVD Audio,Value,2019,1.067303184
Download Album,Value,1973,0.0
Download Album,Value,1974,0.0
Download Album,Value,1975,0.0
Download Album,Value,1976,0.0
Download Album,Value,1977,0.0
Download Album,Value,1978,0.0
Download Album,Value,1979,0.0
Download Album,Value,1980,0.0
Download Album,Value,1981,0.0
Download Album,Value,1982,0.0
Download Album,Value,1983,0.0
Download Album,Value,1984,0.0
Download Album,Value,1985,0.0
Download Album,Value,1986,0.0
Download Album,Value,1987,0.0
Download Album,Value,1988,0.0
Download Album,Value,1989,0.0
Download Album,Value,1990,0.0
Download Album,Value,1991,0.0
Download Album,Value,1992,0.0
Download Album,Value,1993,0.0
Download Album,Value,1994,0.0
Download Album,Value,1995,0.0
Download Album,Value,1996,0.0
Download Album,Value,1997,0.0
Download Album,Value,1998,0.0
Download Album,Value,1999,0.0
Download Album,Value,2000,0.0
Download Album,Value,2001,0.0
Download Album,Value,2002,0.0
Download Album,Value,2003,0.0
Download Album,Value,2004,45.5
Download Album,Value,2005,135.7
Download Album,Value,2006,275.9
Download Album,Value,2007,497.4
Download Album,Value,2008,635.3
Download Album,Value,2009,744.3
Download Album,Value,2010,872.4
Download Album,Value,2011,1070.8
Download Album,Value,2012,1204.822242537
Download Album,Value,2013,1232.139715617
Download Album,Value,2014,1117.900008828
Download Album,Value,2015,1064.433606664
Download Album,Value,2016,868.59426835
Download Album,Value,2017,668.500705901
Download Album,Value,2018,499.65083242
Download Album,Value,2019,394.533006158
Download Music Video,Value,1973,0.0
Download Music Video,Value,1974,0.0
Download Music Video,Value,1975,0.0
Download Music Video,Value,1976,0.0
Download Music Video,Value,1977,0.0
Download Music Video,Value,1978,0.0
Download Music Video,Value,1979,0.0
Download Music Video,Value,1980,0.0
Download Music Video,Value,1981,0.0
Download Music Video,Value,1982,0.0
Download Music Video,Value,1983,0.0
Download Music Video,Value,1984,0.0
Download Music Video,Value,1985,0.0
Download Music Video,Value,1986,0.0
Download Music Video,Value,1987,0.0
Download Music Video,Value,1988,0.0
Download Music Video,Value,1989,0.0
Download Music Video,Value,1990,0.0
Download Music Video,Value,1991,0.0
Download Music Video,Value,1992,0.0
Download Music Video,Value,1993,0.0
Download Music Video,Value,1994,0.0
Download Music Video,Value,1995,0.0
Download Music Video,Value,1996,0.0
Download Music Video,Value,1997,0.0
Download Music Video,Value,1998,0.0
Download Music Video,Value,1999,0.0
Download Music Video,Value,2000,0.0
Download Music Video,Value,2001,0.0
Download Music Video,Value,2002,0.0
Download Music Video,Value,2003,0.0
Download Music Video,Value,2004,0.0
Download Music Video,Value,2005,3.7
Download Music Video,Value,2006,19.7
Download Music Video,Value,2007,28.2
Download Music Video,Value,2008,41.3
Download Music Video,Value,2009,40.9
Download Music Video,Value,2010,36.6
Download Music Video,Value,2011,32.4
Download Music Video,Value,2012,20.842242
Download Music Video,Value,2013,16.740803
Download Music Video,Value,2014,13.577058
Download Music Video,Value,2015,6.414419
Download Music Video,Value,2016,4.26940012
Download Music Video,Value,2017,2.785780489
Download Music Video,Value,2018,2.2208106
Download Music Video,Value,2019,1.858910402
Download Single,Value,1973,0.0
Download Single,Value,1974,0.0
Download Single,Value,1975,0.0
Download Single,Value,1976,0.0
Download Single,Value,1977,0.0
Download Single,Value,1978,0.0
Download Single,Value,1979,0.0
Download Single,Value,1980,0.0
Download Single,Value,1981,0.0
Download Single,Value,1982,0.0
Download Single,Value,1983,0.0
Download Single,Value,1984,0.0
Download Single,Value,1985,0.0
Download Single,Value,1986,0.0
Download Single,Value,1987,0.0
Download Single,Value,1988,0.0
Download Single,Value,1989,0.0
Download Single,Value,1990,0.0
Download Single,Value,1991,0.0
Download Single,Value,1992,0.0
Download Single,Value,1993,0.0
Download Single,Value,1994,0.0
Download Single,Value,1995,0.0
Download Single,Value,1996,0.0
Download Single,Value,1997,0.0
Download Single,Value,1998,0.0
Download Single,Value,1999,0.0
Download Single,Value,2000,0.0
Download Single,Value,2001,0.0
Download Single,Value,2002,0.0
Download Single,Value,2003,0.0
Download Single,Value,2004,138.0
Download Single,Value,2005,363.3
Download Single,Value,2006,580.6
Download Single,Value,2007,811.0
Download Single,Value,2008,1032.2
Download Single,Value,2009,1172.0
Download Single,Value,2010,1336.4
Download Single,Value,2011,1522.4
Download Single,Value,2012,1644.570645308
Download Single,Value,2013,1573.420534445
Download Single,Value,2014,1355.331251323
Download Single,Value,2015,1185.237594639
Download Single,Value,2016,900.181481066
Download Single,Value,2017,678.524888322
Download Single,Value,2018,490.430488658
Download Single,Value,2019,414.804250982
Kiosk,Value,1973,0.0
Kiosk,Value,1974,0.0
Kiosk,Value,1975,0.0
Kiosk,Value,1976,0.0
Kiosk,Value,1977,0.0
Kiosk,Value,1978,0.0
Kiosk,Value,1979,0.0
Kiosk,Value,1980,0.0
Kiosk,Value,1981,0.0
Kiosk,Value,1982,0.0
Kiosk,Value,1983,0.0
Kiosk,Value,1984,0.0
Kiosk,Value,1985,0.0
Kiosk,Value,1986,0.0
Kiosk,Value,1987,0.0
Kiosk,Value,1988,0.0
Kiosk,Value,1989,0.0
Kiosk,Value,1990,0.0
Kiosk,Value,1991,0.0
Kiosk,Value,1992,0.0
Kiosk,Value,1993,0.0
Kiosk,Value,1994,0.0
Kiosk,Value,1995,0.0
Kiosk,Value,1996,0.0
Kiosk,Value,1997,0.0
Kiosk,Value,1998,0.0
Kiosk,Value,1999,0.0
Kiosk,Value,2000,0.0
Kiosk,Value,2001,0.0
Kiosk,Value,2002,0.0
Kiosk,Value,2003,0.0
Kiosk,Value,2004,0.0
Kiosk,Value,2005,1.0
Kiosk,Value,2006,1.9
Kiosk,Value,2007,2.6
Kiosk,Value,2008,2.6
Kiosk,Value,2009,6.3
Kiosk,Value,2010,6.4
Kiosk,Value,2011,2.7
Kiosk,Value,2012,3.654065
Kiosk,Value,2013,6.183604
Kiosk,Value,2014,2.582636
Kiosk,Value,2015,3.700455
Kiosk,Value,2016,2.943916801
Kiosk,Value,2017,2.25474315
Kiosk,Value,2018,1.965045799
Kiosk,Value,2019,1.586470587
LP/EP,Value,1973,1246.0
LP/EP,Value,1974,1356.0
LP/EP,Value,1975,1485.0
LP/EP,Value,1976,1663.0
LP/EP,Value,1977,2195.1
LP/EP,Value,1978,2473.3
LP/EP,Value,1979,2057.0
LP/EP,Value,1980,2200.0
LP/EP,Value,1981,2341.7
LP/EP,Value,1982,1925.1
LP/EP,Value,1983,1689.0
LP/EP,Value,1984,1548.8
LP/EP,Value,1985,1280.5
LP/EP,Value,1986,983.0
LP/EP,Value,1987,793.1
LP/EP,Value,1988,532.2
LP/EP,Value,1989,220.3
LP/EP,Value,1990,86.5
LP/EP,Value,1991,29.4
LP/EP,Value,1992,13.5
LP/EP,Value,1993,10.6
LP/EP,Value,1994,17.8
LP/EP,Value,1995,25.1
LP/EP,Value,1996,36.8
LP/EP,Value,1997,33.3
LP/EP,Value,1998,34.0
LP/EP,Value,1999,31.8
LP/EP,Value,2000,27.7
LP/EP,Value,2001,27.4
LP/EP,Value,2002,20.5
LP/EP,Value,2003,21.7
LP/EP,Value,2004,19.3
LP/EP,Value,2005,14.2
LP/EP,Value,2006,15.7
LP/EP,Value,2007,22.9
LP/EP,Value,2008,56.7
LP/EP,Value,2009,63.8
LP/EP,Value,2010,88.9
LP/EP,Value,2011,119.4
LP/EP,Value,2012,160.723058291
LP/EP,Value,2013,210.739051034
LP/EP,Value,2014,243.84684834
LP/EP,Value,2015,333.379793112
LP/EP,Value,2016,355.430890954
LP/EP,Value,2017,388.511108168
LP/EP,Value,2018,419.223946961
LP/EP,Value,2019,497.588920842
Limited Tier Paid Subscription,Value,1973,0.0
Limited Tier Paid Subscription,Value,1974,0.0
Limited Tier Paid Subscription,Value,1975,0.0
Limited Tier Paid Subscription,Value,1976,0.0
Limited Tier Paid Subscription,Value,1977,0.0
Limited Tier Paid Subscription,Value,1978,0.0
Limited Tier Paid Subscription,Value,1979,0.0
Limited Tier Paid Subscription,Value,1980,0.0
Limited Tier Paid Subscription,Value,1981,0.0
Limited Tier Paid Subscription,Value,1982,0.0
Limited Tier Paid Subscription,Value,1983,0.0
Limited Tier Paid Subscription,Value,1984,0.0
Limited Tier Paid Subscription,Value,1985,0.0
Limited Tier Paid Subscription,Value,1986,0.0
Limited Tier Paid Subscription,Value,1987,0.0
Limited Tier Paid Subscription,Value,1988,0.0
Limited Tier Paid Subscription,Value,1989,0.0
Limited Tier Paid Subscription,Value,1990,0.0
Limited Tier Paid Subscription,Value,1991,0.0
Limited Tier Paid Subscription,Value,1992,0.0
Limited Tier Paid Subscription,Value,1993,0.0
Limited Tier Paid Subscription,Value,1994,0.0
Limited Tier Paid Subscription,Value,1995,0.0
Limited Tier Paid Subscription,Value,1996,0.0
Limited Tier Paid Subscription,Value,1997,0.0
Limited Tier Paid Subscription,Value,1998,0.0
Limited Tier Paid Subscription,Value,1999,0.0
Limited Tier Paid Subscription,Value,2000,0.0
Limited Tier Paid Subscription,Value,2001,0.0
Limited Tier Paid Subscription,Value,2002,0.0
Limited Tier Paid Subscription,Value,2003,0.0
Limited Tier Paid Subscription,Value,2004,0.0
Limited Tier Paid Subscription,Value,2005,0.0
Limited Tier Paid Subscription,Value,2006,0.0
Limited Tier Paid Subscription,Value,2007,0.0
Limited Tier Paid Subscription,Value,2008,0.0
Limited Tier Paid Subscription,Value,2009,0.0
Limited Tier Paid Subscription,Value,2010,0.0
Limited Tier Paid Subscription,Value,2011,0.0
Limited Tier Paid Subscription,Value,2012,0.0
Limited Tier Paid Subscription,Value,2013,0.0
Limited Tier Paid Subscription,Value,2014,0.0
Limited Tier Paid Subscription,Value,2015,0.0
Limited Tier Paid Subscription,Value,2016,263.363685193
Limited Tier Paid Subscription,Value,2017,591.601097499
Limited Tier Paid Subscription,Value,2018,747.054906158
Limited Tier Paid Subscription,Value,2019,829.498739675
Music Video (Physical),Value,1973,0.0
Music Video (Physical),Value,1974,0.0
Music Video (Physical),Value,1975,0.0
Music Video (Physical),Value,1976,0.0
Music Video (Physical),Value,1977,0.0
Music Video (Physical),Value,1978,0.0
Music Video (Physical),Value,1979,0.0
Music Video (Physical),Value,1980,0.0
Music Video (Physical),Value,1981,0.0
Music Video (Physical),Value,1982,0.0
Music Video (Physical),Value,1983,0.0
Music Video (Physical),Value,1984,0.0
Music Video (Physical),Value,1985,0.0
Music Video (Physical),Value,1986,0.0
Music Video (Physical),Value,1987,0.0
Music Video (Physical),Value,1988,0.0
Music Video (Physical),Value,1989,115.4
Music Video (Physical),Value,1990,172.3
Music Video (Physical),Value,1991,118.1
Music Video (Physical),Value,1992,157.4
Music Video (Physical),Value,1993,213.3
Music Video (Physical),Value,1994,231.1
Music Video (Physical),Value,1995,220.3
Music Video (Physical),Value,1996,236.1
Music Video (Physical),Value,1997,323.9
Music Video (Physical),Value,1998,508.0
Music Video (Physical),Value,1999,376.7
Music Video (Physical),Value,2000,281.9
Music Video (Physical),Value,2001,329.2
Music Video (Physical),Value,2002,288.4
Music Video (Physical),Value,2003,399.9
Music Video (Physical),Value,2004,607.2
Music Video (Physical),Value,2005,602.2
Music Video (Physical),Value,2006,451.1
Music Video (Physical),Value,2007,484.9
Music Video (Physical),Value,2008,227.3
Music Video (Physical),Value,2009,209.6
Music Video (Physical),Value,2010,177.6
Music Video (Physical),Value,2011,151.0
Music Video (Physical),Value,2012,116.613654602
Music Video (Physical),Value,2013,106.283137789
Music Video (Physical),Value,2014,89.705579875
Music Video (Physical),Value,2015,70.434363958
Music Video (Physical),Value,2016,56.922902813
Music Video (Physical),Value,2017,38.619446998
Music Video (Physical),Value,2018,27.561260298
Music Video (Physical),Value,2019,27.705246783
On-Demand Streaming (Ad-Supported),Value,1973,0.0
On-Demand Streaming (Ad-Supported),Value,1974,0.0
On-Demand Streaming (Ad-Supported),Value,1975,0.0
On-Demand Streaming (Ad-Supported),Value,1976,0.0
On-Demand Streaming (Ad-Supported),Value,1977,0.0
On-Demand Streaming (Ad-Supported),Value,1978,0.0
On-Demand Streaming (Ad-Supported),Value,1979,0.0
On-Demand Streaming (Ad-Supported),Value,1980,0.0
On-Demand Streaming (Ad-Supported),Value,1981,0.0
On-Demand Streaming (Ad-Supported),Value,1982,0.0
On-Demand Streaming (Ad-Supported),Value,1983,0.0
On-Demand Streaming (Ad-Supported),Value,1984,0.0
On-Demand Streaming (Ad-Supported),Value,1985,0.0
On-Demand Streaming (Ad-Supported),Value,1986,0.0
On-Demand Streaming (Ad-Supported),Value,1987,0.0
On-Demand Streaming (Ad-Supported),Value,1988,0.0
On-Demand Streaming (Ad-Supported),Value,1989,0.0
On-Demand Streaming (Ad-Supported),Value,1990,0.0
On-Demand Streaming (Ad-Supported),Value,1991,0.0
On-Demand Streaming (Ad-Supported),Value,1992,0.0
On-Demand Streaming (Ad-Supported),Value,1993,0.0
On-Demand Streaming (Ad-Supported),Value,1994,0.0
On-Demand Streaming (Ad-Supported),Value,1995,0.0
On-Demand Streaming (Ad-Supported),Value,1996,0.0
On-Demand Streaming (Ad-Supported),Value,1997,0.0
On-Demand Streaming (Ad-Supported),Value,1998,0.0
On-Demand Streaming (Ad-Supported),Value,1999,0.0
On-Demand Streaming (Ad-Supported),Value,2000,0.0
On-Demand Streaming (Ad-Supported),Value,2001,0.0
On-Demand Streaming (Ad-Supported),Value,2002,0.0
On-Demand Streaming (Ad-Supported),Value,2003,0.0
On-Demand Streaming (Ad-Supported),Value,2004,0.0
On-Demand Streaming (Ad-Supported),Value,2005,0.0
On-Demand Streaming (Ad-Supported),Value,2006,0.0
On-Demand Streaming (Ad-Supported),Value,2007,0.0
On-Demand Streaming (Ad-Supported),Value,2008,0.0
On-Demand Streaming (Ad-Supported),Value,2009,0.0
On-Demand Streaming (Ad-Supported),Value,2010,0.0
On-Demand Streaming (Ad-Supported),Value,2011,113.8
On-Demand Streaming (Ad-Supported),Value,2012,170.935408437
On-Demand Streaming (Ad-Supported),Value,2013,220.873544491
On-Demand Streaming (Ad-Supported),Value,2014,283.793409371
On-Demand Streaming (Ad-Supported),Value,2015,371.990396399
On-Demand Streaming (Ad-Supported),Value,2016,489.377607589
On-Demand Streaming (Ad-Supported),Value,2017,658.6064926
On-Demand Streaming (Ad-Supported),Value,2018,759.532368153
On-Demand Streaming (Ad-Supported),Value,2019,908.149330523
Other Ad-Supported Streaming,Value,1973,0.0
Other Ad-Supported Streaming,Value,1974,0.0
Other Ad-Supported Streaming,Value,1975,0.0
Other Ad-Supported Streaming,Value,1976,0.0
Other Ad-Supported Streaming,Value,1977,0.0
Other Ad-Supported Streaming,Value,1978,0.0
Other Ad-Supported Streaming,Value,1979,0.0
Other Ad-Supported Streaming,Value,1980,0.0
Other Ad-Supported Streaming,Value,1981,0.0
Other Ad-Supported Streaming,Value,1982,0.0
Other Ad-Supported Streaming,Value,1983,0.0
Other Ad-Supported Streaming,Value,1984,0.0
Other Ad-Supported Streaming,Value,1985,0.0
Other Ad-Supported Streaming,Value,1986,0.0
Other Ad-Supported Streaming,Value,1987,0.0
Other Ad-Supported Streaming,Value,1988,0.0
Other Ad-Supported Streaming,Value,1989,0.0
Other Ad-Supported Streaming,Value,1990,0.0
Other Ad-Supported Streaming,Value,1991,0.0
Other Ad-Supported Streaming,Value,1992,0.0
Other Ad-Supported Streaming,Value,1993,0.0
Other Ad-Supported Streaming,Value,1994,0.0
Other Ad-Supported Streaming,Value,1995,0.0
Other Ad-Supported Streaming,Value,1996,0.0
Other Ad-Supported Streaming,Value,1997,0.0
Other Ad-Supported Streaming,Value,1998,0.0
Other Ad-Supported Streaming,Value,1999,0.0
Other Ad-Supported Streaming,Value,2000,0.0
Other Ad-Supported Streaming,Value,2001,0.0
Other Ad-Supported Streaming,Value,2002,0.0
Other Ad-Supported Streaming,Value,2003,0.0
Other Ad-Supported Streaming,Value,2004,0.0
Other Ad-Supported Streaming,Value,2005,0.0
Other Ad-Supported Streaming,Value,2006,0.0
Other Ad-Supported Streaming,Value,2007,0.0
Other Ad-Supported Streaming,Value,2008,0.0
Other Ad-Supported Streaming,Value,2009,0.0
Other Ad-Supported Streaming,Value,2010,0.0
Other Ad-Supported Streaming,Value,2011,0.0
Other Ad-Supported Streaming,Value,2012,0.0
Other Ad-Supported Streaming,Value,2013,0.0
Other Ad-Supported Streaming,Value,2014,0.0
Other Ad-Supported Streaming,Value,2015,0.0
Other Ad-Supported Streaming,Value,2016,81.260865617
Other Ad-Supported Streaming,Value,2017,261.786858952
Other Ad-Supported Streaming,Value,2018,251.411918813
Other Ad-Supported Streaming,Value,2019,251.064710118
Other Digital,Value,1973,0.0
Other Digital,Value,1974,0.0
Other Digital,Value,1975,0.0
Other Digital,Value,1976,0.0
Other Digital,Value,1977,0.0
Other Digital,Value,1978,0.0
Other Digital,Value,1979,0.0
Other Digital,Value,1980,0.0
Other Digital,Value,1981,0.0
Other Digital,Value,1982,0.0
Other Digital,Value,1983,0.0
Other Digital,Value,1984,0.0
Other Digital,Value,1985,0.0
Other Digital,Value,1986,0.0
Other Digital,Value,1987,0.0
Other Digital,Value,1988,0.0
Other Digital,Value,1989,0.0
Other Digital,Value,1990,0.0
Other Digital,Value,1991,0.0
Other Digital,Value,1992,0.0
Other Digital,Value,1993,0.0
Other Digital,Value,1994,0.0
Other Digital,Value,1995,0.0
Other Digital,Value,1996,0.0
Other Digital,Value,1997,0.0
Other Digital,Value,1998,0.0
Other Digital,Value,1999,0.0
Other Digital,Value,2000,0.0
Other Digital,Value,2001,0.0
Other Digital,Value,2002,0.0
Other Digital,Value,2003,0.0
Other Digital,Value,2004,0.0
Other Digital,Value,2005,0.0
Other Digital,Value,2006,0.0
Other Digital,Value,2007,0.0
Other Digital,Value,2008,0.0
Other Digital,Value,2009,0.0
Other Digital,Value,2010,0.0
Other Digital,Value,2011,0.0
Other Digital,Value,2012,0.0
Other Digital,Value,2013,0.0
Other Digital,Value,2014,0.0
Other Digital,Value,2015,0.0
Other Digital,Value,2016,17.141662871
Other Digital,Value,2017,16.885109868
Other Digital,Value,2018,19.839574865
Other Digital,Value,2019,21.517175006
Other Tapes,Value,1973,15.6
Other Tapes,Value,1974,13.3
Other Tapes,Value,1975,10.2
Other Tapes,Value,1976,5.1
Other Tapes,Value,1977,0.0
Other Tapes,Value,1978,0.0
Other Tapes,Value,1979,0.0
Other Tapes,Value,1980,0.0
Other Tapes,Value,1981,0.0
